TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG ESM,ACWG TSM,Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
231663901,101.01,,5,5,5,5,5,5,5,90.1,218,0,0,3,KP,KP,12.4069,0.006,,1,spoc,21:14:56.88,-55:52:18.71,12.641,0.044,-16.011,0.041,2459036.904104,0.0003926639,1.43036914033977,0.0000009228199,1.64387283171534,0.018756187,20.994855,0.2144,19151.2162143199,197.45049,13.2504933448192,.66068995,1281.24179196536,1525.90509667994,109.60649,375.31,4.411,5600,,4.48851,,.890774011611938,.0438467,,,1.05,.129454,"1,27",2018-09-05,2021-10-07,2021-10-08 12:04:18,"WASP-46 b"
149603524,102.01,,5,5,5,5,5,5,5,147.3,170.1,1,2,1,KP,KP,9.7109,0.006,,1,qlp,05:48:33.56,-63:59:17.98,-15.641,0.037,26.046,0.037,2459384.943122,0.0013867,4.4119288,0.0000158,3.894,0.08,16.177972,0.00117,14790,1.07767,15.2023,.692849,999.833,1566,863,175.631,.588,6280,,4.32092,,1.21,.05,0.24,0.05,1.28,.190812,"1,2,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39",2019-05-07,2021-08-24,2021-09-10 12:05:07,"WASP 62 b"
336732616,103.01,,5,5,5,5,5,5,5,54.7,136.1,0,0,5,KP,KP,11.5232,0.008,,1,spoc,20:49:49.8,-24:25:43.3,10.426,0.07,15.62,0.051,2458327.25256,0.000586,3.547854,0.000149,3.494333,0.049205,11.377523,0.133944,10424.3718,123.359314,14.581841,.196435,1212.004376,1504.858953,59.5,411.211,7.752,6351,,4.22896,,1.4,,,,1.27,.196969,"1",2018-09-05,2020-10-27,2021-08-19 00:00:00,"HATS-3 b"
231670397,104.01,,5,5,5,5,5,5,5,58.1,123.1,1,0,3,KP,KP,9.8638,0.006,,1,spoc,21:19:47.93,-58:08:56.16,10.552,0.045,-10.658,0.043,2459038.863566,0.0009549599,4.08749345335049,0.00031987653,5.60298351526058,0.075252816,3.826381,0.051854,3518.02408582376,47.758137,13.6677982374002,.6707571,2242.21859739188,1755.04896332943,34.222645,316.678,2.9655,6036,,3.93359,,2.21867,.102573,,,1.16,.166129,"1,27",2018-09-05,2020-09-18,2021-08-19 00:00:00,"WASP-73"
144065872,105.01,,5,5,5,5,5,5,5,207.7,449,1,3,2,KP,KP,9.4995,0.006,,1,qlp,22:29:49.88,-48:00:11.16,91.976,0.052,-6.861,0.069,2459084.58501,0.00011,2.18467,.0,2.718,0.014,12.448485,0.000077,11400,.0710954,14.167,.68399,998.015,1565,9,137.544,.7905,5630,,4.37759,,1.24,.06,,,1.03,.127209,"1,28",2018-09-05,2020-11-09,2021-08-19 00:00:00,"WASP-95"
38846515,106.01,,5,5,5,5,5,5,5,94.5,107.7,1,0,3,KP,KP,10.3157,0.006,,1,qlp,04:35:50.36,-64:01:37.34,10.845,0.035,-0.499,0.052,2459386.715318,0.0004872,2.8493824,0.0000042,3.806,0.532,8.425347,0.000295,7730,.272068,16.4149,.742397,3854.88,2195,657,364.411,2.729,6900,,4.438,,1.77,.08,,,1.44,.243534,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",2019-05-07,2021-08-26,2021-09-10 12:05:07,"WASP-100b"
92352620,107.01,,5,5,5,5,5,5,5,190.5,237.5,0,1,3,KP,KP,9.6433,0.006,,1,spoc,20:55:07.98,-34:08:08.7,26.376,0.078,-44.947,0.059,2459039.335846,0.00038635198,3.95020094278708,0.000001600228,4.56436423242551,0.018132707,14.00227,0.064564,12813.762930751,59.46348,19.7058959371285,.8632607,1364.08984021221,1549.99569924754,201.10165,211.211,2.4835,6153,,4.18077,,1.71036005020142,.074613,0.22,0.1,1.14,.150731,"1,27",2018-09-05,2021-10-07,2021-10-08 12:04:18,"WASP-94 A b"
289793076,108.01,,5,5,5,5,5,5,5,46.3,113.2,0,0,4,KP,KP,13.163,0.01,,1,spoc,21:07:50.76,-26:05:48.19,3.479,0.063,-10.313,0.038,2458328.08383,0.0004391314,3.0440540665342,0.00000425771,2.59845748018295,0.061165422,24.414911,0.532696,22236.0165376302,490.51093,12.1086799407213,.2679916,315.987132647374,1075.31845422327,34.314007,421.855,8.339,5523,,4.52192,,.809867978096008,,,,.95,,"1,28",2018-09-05,2021-10-20,2021-10-21 12:04:27,"HATS-13 b"
29344935,109.01,,5,5,5,5,5,5,5,40.6,89,0,0,3,KP,KP,13.2366,0.007,,1,spoc,20:52:51.71,-25:41:14.55,1.053,0.052,-9.881,0.029,2458326.127529,0.001296,2.76676392238961,0.0002702205,2.64339780525339,0.11630573,17.236283,0.546449,15749.8566684608,503.17117,12.4991060501311,.5309893,505.883053630512,1209.57355268634,17.233343,513.011,9.1275,5346,,4.48823,,.984866,,,,.93,,"1,28",2018-09-05,2020-10-01,2021-08-19 00:00:00,"HATS-14"
281459670,110.01,,5,5,5,5,5,5,5,79.9,76.4,0,0,1,KP,KP,11.6714,0.006,,1,spoc,00:22:28.45,-59:56:33.32,-22.309,0.036,-4.893,0.034,2458328.040464,0.000446,3.17416567529447,0.00017963556,2.67886803712134,0.062372956,17.156276,0.355732,15677.3247720825,327.5873,14.7558989971005,.867575,718.965491041497,1320.67744528774,35.681557,342.14,2.912,5943,,4.42524,,1.15706,.0633669,-0.1,0.1,1.03,.12909,"1,2,28,29",2018-11-14,2020-11-06,2021-08-19 00:00:00,"HATS-30"
355703913,111.01,,5,5,5,5,5,5,5,35.9,75.1,1,0,1,KP,KP,13.183,0.006,,1,spoc,00:03:05.88,-62:28:09.54,2.894,0.024,4.911,0.025,2458326.106369,0.001084,2.106098,0.000069,1.574766,0.083967,13.580831,0.57385,12430.502967,528.39557,16.683676,14.132685,,,30.581211,508.842,3.896,5380,,4.4337,,.98,,0.245387,0.0875268,.95,,"1,2",2018-10-22,2020-10-02,2021-08-19 00:00:00,"HATS-34"
388104525,112.01,,5,5,5,5,5,5,5,90.4,178.6,1,0,3,KP,KP,11.6035,0.006,,1,spoc,03:43:44.07,-65:11:37.61,21.126,0.032,16.543,0.043,2459307.332998,0.00045685822,2.49973852094542,0.000070677204,2.86865894305606,0.035676,15.969183,0.148132,14600.5241178523,136.4257,13.8417955609641,.7231211,907.891995939268,1400.00084046884,104.74484,302.448,2.004,5650,,4.28867,,1.13732004165649,.0577764,,,1,.121147,"1,2,3,4,7,11,27,28,29,30,31,34,37",2019-05-07,2021-07-09,2021-08-19 00:00:00,"WASP-119 b"
97409519,113.01,,5,5,5,5,5,5,5,60.3,67.8,0,0,1,KP,KP,12.1893,0.006,,1,spoc,22:10:51.44,-30:44:58.99,-0.71,0.052,-14.516,0.049,2458327.053085,0.000623,3.372877,0.000147,2.63426,0.043644,18.796923,0.230641,17163.60419,212.40587,14.201803,.154789,615.165921,1270.187448,81.3,448.637,7.508,6050,,4.45061,,1.02,,,,1.17,.16258,"1",2018-09-05,2020-10-27,2021-08-19 00:00:00,"WASP-124"
25155310,114.01,,5,5,5,5,5,5,5,62.2,165,0,0,3,KP,KP,10.6103,0.006,,1,spoc,04:13:29.93,-69:13:35.73,63.134,0.045,53.433,0.039,2459363.488348,0.00052907853,3.28879480801427,0.00012834104,3.47401075432214,0.04460388,7.52277,0.071707,6904.77916498566,66.04261,10.5914861929623,.542401,759.335819903038,1338.83858881827,101.966774,216.526,.932,5800,,4.28004,,1.24175000190735,.0610804,0.20683,0.0458093,1.01,.123355,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39",2019-05-07,2021-09-16,2021-10-07 12:08:52,"WASP-126 b"
281541555,115.01,,5,5,5,5,5,5,5,21.2,71.7,0,0,0,KP,KP,13.0417,0.006,,1,spoc,00:26:48.63,-56:18:57.97,21.46,0.027,7.316,0.024,2458329.902014,0.0007677445,4.74237847689397,0.000007232835,2.5318097944897,0.08469697,13.397881,0.327952,12264.0798734605,302.0094,10.3896303272875,.25180125,209.76945749602,970.633582799196,34.751255,453.808,3.894,5377,185,4.42476,2.00401,.877584993839264,,,,.96,,"1,2,28,29",2018-10-22,2021-10-07,2021-10-08 12:04:18,"HATS-46 b"
238176110,116.01,,5,5,5,5,5,5,5,115.9,249,0,0,3,KP,KP,11.0443,0.006,,1,spoc,23:51:23.14,-70:09:10.3,96.185,0.041,-1.747,0.038,2459037.52846,0.00025644005,2.798685585146,0.000050033483,2.33144307825216,0.02303469,18.128744,0.10093,16558.5650088904,92.95573,11.7113683858728,.7255674,332.53954997703,1089.13214401496,175.47505,149.942,.5175,4920,,4.49371,,.906655,.0553769,0.32,0.08,.81,.0958693,"27,28",2018-09-05,2020-10-05,2021-08-19 00:00:00,"WASP-91"
322307342,117.01,,5,5,5,5,5,5,5,40.2,43.7,0,0,1,KP,KP,11.7806,0.006,,1,spoc,01:00:01.46,-58:54:17.01,22.522,0.049,7.594,0.041,2459063.655791,0.001190335,3.58629619986471,0.00015300933,3.37109429721186,0.07846477,6.238423,0.124633,5729.32468580858,114.78426,16.4747610755407,.9191712,1787.59559368927,1658.39152023611,32.356964,603.955,10.2025,5704.8,124.8,3.84,.08,2.00441002845764,.105699,-0.25,0.0707107,1.02,.124059,"1,2,28,29",2018-09-05,2021-10-07,2021-10-08 12:04:18,"HATS-68 b"
266980320,118.01,,2,5,5,4,4,2,4,16.2,112.1,4,5,5,CP,CP,9.179,0.006,,1,spoc,23:18:14.22,-56:54:14.35,313.918,0.039,-20.177,0.043,2459083.50855,0.00123,6.03445687781177,0.0000098619,2.2074495679722,0.07949392,1.71179,0.05081,1575.3742210936,46.79648,4.76439594576057,.2857246,224.023747780315,957,29.534899,94.1719,.2512,5586,187,4.36763,.270247,1.05167996883392,.0549497,,,.97,.120939,"1,28",2018-09-05,2021-10-07,2021-10-08 12:04:18,"HD 219666 b"
278683844,119.01,,1,5,5,5,3,1,4,4.3,57.2,4,45,1,PC,PC,9.2789,0.006,,1,qlp,06:36:57.22,-58:00:58.15,51.497,0.042,-205.6,0.049,2459380.426195,0.0010384,5.5411063,0.0000115,2.481,0.396,0.532141,0.000168,490,.154407,1.96744,.122824,235.189,1090,43,66.6187,.1003,5332,184,4.56429,.272717,.82,.05,,,.86,.102503,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",2019-05-07,2021-08-19,2021-09-10 12:05:07,"Some depth-aperture correlation. TFOP work in progress. Multi candidate. Centroid offset but not centered on another star."
278683844,119.02,,4,5,5,5,3,4,4,2.2,38.7,4,45,1,PC,PC,9.2789,0.006,,2,qlp,06:36:57.22,-58:00:58.15,51.497,0.042,-205.6,0.049,2459375.8356,0.0017629,10.6917564,0.0000318,2.96,0.267,0.456105,0.000175,420,.160976,1.72548,.1093,42.4314,711,30,66.6187,.1003,5332,184,4.56429,.272717,.82,.05,,,.86,.102503,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",2019-05-17,2021-08-26,2021-09-10 12:05:07,"outer candidate in potential multi"
394137592,120.01,,3,5,5,3,4,4,4,94.2,228.9,0,1,4,KP,CP,7.1062,0.006,,1,spoc,00:17:47.32,-66:21:32.14,64.763,0.049,-5.056,0.041,2458332.082805,0.000707,11.535076,0.001035,8.555958,0.069027,2.597913,0.031416,2389.90616,28.935114,12.215808,1.480912,,,32.9,79.5702,.17345,5479.3,57,3.77,.08,2.48771,.298399,-0.02,0.09,.96,.124471,"1",2018-09-05,2018-09-05,2021-08-19 00:00:00,
207081058,121.01,,5,5,5,5,3,5,5,62.4,114.3,1,0,1,PC,APC,9.9358,0.006,,1,qlp,22:07:28.2,-41:48:55.84,49.561,0.042,-9.678,0.057,2459074.32911,0.01323,14.76367,0.00027,6.143,0.188,15.89148,0.001088,14530,1.00224,15.9573,.764266,234.125,1089,119,182.169,1.0865,6053,193,4.3135,.321619,1.23,.06,,,1.14,.149653,"1,28",2018-09-05,2020-10-27,2021-08-19 00:00:00,"low-mass EB; initially thought to be a warm Jupiter candidate with a possible secondary"
231702397,122.01,,2,5,5,2,4,3,4,2.7,63.3,11,1,1,PC,CP,13.084,0.007,,1,qlp,22:11:47.58,-58:56:45.91,138.138,0.089,-235.81,0.076,2458329.12149,0.00446,5.07803,0.00003,1.09,0.216,4.755065,0.022083,4370,20.3386,2.48083,.181748,4.01957,394,9,62.118,.2158,3318,64,4.9581,.407256,.33,.01,,,.315858,.0202514,"1,27,28",2018-09-05,2020-10-27,2021-08-19 00:00:00,"Small star with a small planet candidate"
290131778,123.01,,3,5,5,5,4,5,3,213.7,219.1,3,21,12,CP,CP,7.87598,0.011,,1,spoc,21:18:47.9,-26:36:58.95,23.236,0.157,-57.557,0.152,2458325.374915,0.00016357683,3.30887730524169,0.000001385715,5.66213297216762,0.019520499,4.338637,0.021309,3988.05858053433,19.626034,17.2150015234235,.871801,4557.49824591218,2095.56616207841,185.80734,161.498,2.4235,6188,194,4.27166,2.00586,2.62391996383667,.132412,,,1.263,.201024,"1,28",2018-09-05,2021-10-20,2021-10-21 12:04:27,"HD 202772 A b"
29831208,124.01,,5,5,5,5,3,5,5,65.8,245.7,2,1,1,PC,APC,11.1311,0.006,,1,qlp,04:26:19.83,-67:48:22.87,7.888,0.108,32.653,0.115,2459168.704559,0.0006464,1.842799,0.0000022,1.573,0.149,2.685086,1.071014,2470,985.954,35.2852,,2675.13,2003,20,809.252,43.8985,5080,181,4.48159,2.00353,4.09,,,,,,"1,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31",2018-12-04,2021-01-28,2021-08-19 00:00:00,"known TOI"
52368076,125.01,,1,5,5,5,4,1,2,6.1,56.1,15,6,5,PC,CP,10.1985,0.006,,1,qlp,01:34:22.42,-66:40:34.86,-119.8,0.066,-122.953,0.08,2458327.432906,0.001879,4.65183,0.00002,2.68,0.395,1.010204,0.001388,930,1.27839,2.64543,.187223,205.309,1054,19,111.059,.442,5154,182,4.47072,.28501,.85,.05,,,.91,.110203,"1,2,28",2018-10-19,2020-10-26,2021-08-19 00:00:00,"TOI-125 b"
52368076,125.02,,2,5,5,5,4,4,2,3.7,54.7,15,6,5,PC,CP,10.1985,0.006,,2,spoc,01:34:22.42,-66:40:34.86,-119.8,0.066,-122.953,0.08,2458334.45669,0.002132,9.16547691003673,0.004613768,3.40220728591443,0.44514522,1.003517,0.113186,923.846023011876,104.24276,3.05680976259114,.36309895,73.2347251557057,746.103390542286,7.748491,111.059,.442,5154,182,4.47072,.28501,.852266,.0497186,,,.91,.110203,"1,2,28",2018-10-19,2020-10-05,2021-08-19 00:00:00,"second planet (125.02)"
52368076,125.03,,1,5,5,5,4,4,1,2.1,36.1,15,6,5,PC,CP,10.1985,0.006,,3,spoc,01:34:22.42,-66:40:34.86,-119.8,0.066,-122.953,0.08,2458342.851835,0.003286,19.981866,0.004595,2.991231,0.720831,1.136504,0.121919,1046.211139,112.284874,2.899664,2.696121,26.9456039865181,581.087763582383,10.261628,111.059,.442,5154,182,4.47072,.28501,.89927,.116155,,,.91,.110203,"1,2",2018-10-19,2018-10-19,2021-08-19 00:00:00,"period is likely correct but possibly two independent single transits"
70440470,126.01,,5,5,5,5,5,5,5,48.3,111.6,0,0,1,PC,KP,12.7923,0.006,,1,spoc,22:37:57.43,-35:09:15.13,-9.326,0.041,-50.142,0.045,2458326.731043,0.000948,3.03546946843578,0.0002493522,2.7788864347576,0.08870275,17.625303,0.443817,16102.4509090752,408.6872,13.7894539121114,.7939321,726.734020693292,1324.23060967154,26.409628,573.027,11.688,5751,189,4.35036,,1.07224,.053588,,,1.09,.142327,"1,28",2018-11-07,2020-10-05,2021-08-19 00:00:00,"WASP-12b"
234523599,127.01,,5,5,5,5,4,5,5,39.1,141.1,3,0,0,KP,CP,14.1266,0.007,,1,spoc,01:02:12.45,-61:45:22.08,78.858,0.087,-27.095,0.064,2458325.650197,0.000565,3.79551059876656,0.00020908711,1.95992726065027,0.06744933,56.113595,1.305376,50369.7024841048,1201.5728,10.0576257671974,.38655388,18.0832792400231,525.943445007774,32.727764,140.225,.86,3424,,4.438,,.445372,.01356,,,.44159,.0205201,"1,2,28,29",2018-11-14,2020-11-06,2021-08-19 00:00:00,"HATS-71 b"
391949880,128.01,,1,5,5,1,4,4,4,7.6,85.1,4,9,4,PC,PC,7.9849,0.006,,1,qlp,05:18:05.03,-80:57:51.78,-49.146,0.042,45.307,0.046,2459385.3903,0.0015495,4.9404681,0.0000139,1.966,0.22,0.369213,0.000165,340,.151953,2.21898,.10878,182.406,1023,27,68.4727,.119,6086,193,4.26269,.26143,1.13,.05,,,1.13,.151237,"1,8,11,12,13,27,28,31,38,39",2018-09-05,2021-08-19,2021-08-19 00:00:00,"There is a nearby (2"
201248411,129.01,,3,5,5,3,4,4,4,155.9,664.8,12,0,1,PC,CP,9.9005,0.006,,1,spoc,00:00:44.55,-54:49:50.96,-202.815,0.031,-71.518,0.029,2458354.552404,0.000149,0.980964824465285,0.000011865118,0.750818156630357,0.017458443,7.919203,0.133157,7267.32005958761,122.634514,10.1002351998545,3.2677622,719.578415185024,1320.95882751299,75.1829,61.7856,.0805,4486,175,4.49914,.338797,.764401,.0628191,,,.7,.0867846,"2,28,29",2018-10-22,2020-11-06,2021-08-19 00:00:00,"TOI 129.01"
263003176,130.01,,3,5,5,5,4,3,4,5,57.4,2,8,5,CP,CP,7.4371,0.006,,1,spoc,00:50:11.23,-83:44:37.56,139.424,0.056,30.476,0.042,2459368.982611,0.003498,14.3392241862003,0.00004860819,4.58847277789476,0.28711307,0.431431,0.015515,397.283538251464,14.289504,2.31020233834009,.6078723,118.753741027731,841.940836479463,25.63707,57.5846,.0945,6295.7,56.481,4.438,,1.13742005825043,.0451659,,,1.23,.18151,"1,12,13,27,39",2018-09-05,2021-10-11,2021-10-12 12:04:36,"HD 5278 b"
235037761,131.01,,5,5,5,5,3,5,5,76.2,398.5,6,0,6,PC,APC,9.8567,0.006,,1,spoc,23:35:18.89,-64:33:42.9,192.826,1.943,-31.069,1.785,2458326.068952,0.000449,6.240662,0.000179,1.569129,0.040222,9.940196,0.251547,9113.476719,231.65656,12.720704,4.591968,66.843455,729.26349,50.2,,,4174,172,4.34197,.433401,.903104,.188582,,,,,"1",2018-09-05,2020-10-27,2021-08-19 00:00:00,"V shaped"
89020549,132.01,,2,5,5,2,4,4,4,9.3,55.9,12,2,5,PC,CP,10.8061,0.006,,1,qlp,22:33:35.92,-43:26:12.74,35.553,0.043,-53.055,0.054,2458326.93345,0.00562,2.10366,0.00002,2.638,0.474,1.129753,0.001772,1040,1.63213,3.02825,.215204,1079.31,1596,18,163.678,.987,5673,188,4.55383,.4189,.94,.05,,,.91,.113124,"1,28",2018-09-05,2020-11-12,2021-08-19 00:00:00,"Confirmed planet TOI-132 b"
219338557,133.01,,2,4,4,2,3,4,4,3.9,61.1,9,8,1,PC,PC,9.9762,0.006,,1,spoc,23:37:35.37,-58:57:18.28,196.638,0.043,-102.545,0.044,2458327.283567,0.0014428071,8.19922718924325,0.000033172197,2.2298894243387,0.27246556,1.103077,0.075356,1015.45581923937,69.40332,2.20435020720377,.64090836,26.2366325220058,577.227180108517,11.5512295,48.6326,.06345,4028,170,4.55902,.201108,.650533020496368,.0558995,,,.67,.0852257,"1,28",2018-09-05,2021-07-01,2021-08-19 00:00:00,"TFOP work in progress."
234994474,134.01,,1,5,5,5,4,1,4,13.9,119.1,6,5,7,CP,CP,9.22978,0.007,,1,spoc,23:20:06.86,-60:03:56.63,-319.961,0.102,-127.781,0.115,2458326.033161,0.00065292715,1.40152451566955,0.0000059932813,1.32199295587295,0.108556986,0.672414,0.04136,619.124015084521,38.093296,1.73956492902606,.13575211,149.373865333401,891.637661967117,15.280327,25.1496,.0239,3794,69,4.67812,.063226,.597006976604462,.01815,,,.58564,.0205272,"1,28",2018-09-05,2021-10-07,2021-10-08 12:04:18,"L 168-9 b"
267263253,135.01,,5,5,5,5,4,5,5,166.3,201.9,2,0,3,PC,CP,9.2205,0.006,,1,qlp,00:29:18.94,-76:18:14.52,-2.97,0.037,6.961,0.031,2459039.738438,0.00026854113,4.12691,.0,4.429,0.017,11.998293,0.000044,10990,.0408554,16.98,.693566,1451.24,1719,294,196.852,.774,6888,204,4.23416,.355654,1.59,.06,,,1.46,.249445,"1,27,28",2018-09-05,2020-10-26,2021-08-19 00:00:00,"HD 2685b"
410153553,136.01,,1,5,5,5,4,1,4,31.9,42.4,8,0,5,PC,CP,11.9238,0.008,,1,spoc,22:41:59.09,-69:10:19.59,334.357,0.083,-726.974,0.086,2459036.323679,0.00038085453,0.462884405273262,0.000015224909,0.558821920788134,0.08828183,4.885837,0.188836,4489.91192153051,173.90933,1.35432368024304,.18157507,64.7181040420166,723.396154940473,25.038494,14.8846,.0113,3043,63,5.09707,.426694,.188624,.00571031,,,.157909,.0200668,"1,27",2018-09-05,2020-10-27,2021-08-19 00:00:00,"Level 1 target. Potential short period small planet around an M dwarf."
176957796,137.01,,5,5,5,5,5,5,5,8.1,89,2,2,3,PC,FA,10.702,0.006,,1,spoc,06:45:11.4,-66:14:17.98,18.528,0.048,-67.531,0.041,2458327.369003,0.004306,4.819018,0.001436,3.035372,0.275922,1.959621,0.17443,1803.249732,160.64334,4.458667,.842854,99.1694897769476,804.848741431187,8.547472,88.8838,.19925,4651,175,4.56937,.2,.85824,.150601,,,.74,.0949972,"1",2018-09-05,2021-01-28,2021-08-19 00:00:00,
277683130,138.01,,5,5,5,5,3,5,5,32,181.8,2,0,6,PC,APC,9.5739,0.006,,1,spoc,21:55:42.24,-61:40:23.73,-23.8,2,2.8,1.9,2458328.058635,0.000797,6.198041,0.000348,2.176782,0.055149,4.048656,0.212282,3722.005937,195.5,8.294924,8.305693,267.799076,1031.744158,17.5,128.488,,5722,189,4.35582,2.00367,1.11119,1.11119,,,,,"1",2018-09-05,2018-09-05,2021-08-19 00:00:00,"TFOP FP"
62483237,139.01,,1,4,4,5,4,3,1,5.4,100.9,6,7,7,PC,PC,9.3636,0.006,,1,spoc,22:25:36.58,-34:54:34.97,26.43,0.071,-30.255,0.08,2458334.891916,0.0020608278,11.0708037285261,0.000045374956,2.51608329699429,0.17354466,1.402853,0.106577,1291.24053388794,98.15653,3.07940622229035,.30939794,22.4220519021504,554.994383283977,13.696319,42.4061,.0763,4356,173,4.53491,.3608,.700726985931396,.0575277,,,.69,.0852195,"1,28",2018-09-05,2021-07-06,2021-08-19 00:00:00,"potential L1 planet"
140068425,140.01,,3,5,5,3,4,4,4,26.3,129.4,10,0,4,PC,APC,9.7828,0.006,,1,spoc,22:01:12.43,-49:03:36.28,32.489,0.077,-15.438,0.075,2459061.991988,0.0018030562,2.28126419667409,0.000309919,1.16019326329961,0.15420127,1.223947,0.15391,1126.66194875397,141.74628,12.73871943027,22.251356,5760.97209843584,2221.99814750314,9.151047,337.105,5.7035,6174,194,4.27404,2.00568,2.35511,.11186,,,1.2,.177569,"1,28",2018-09-05,2020-10-27,2021-08-19 00:00:00,"very likely EB; events synchronized with modulations; potential secondary at 0.5 phase"
403224672,141.01,,1,5,5,5,4,1,2,13.4,14.4,12,12,11,CP,CP,7.384,0.006,,1,spoc,22:35:56.09,-59:51:53.38,-108.388,0.05,-84.419,0.064,2459062.557243,0.0015281278,1.00822655753975,0.00000373102,1.50247746880882,0.105271004,0.212839,0.010415,196.012796708041,9.59233,1.61327414966498,.7878952,3253.81208958178,1926.27313030184,23.816507,48.0883,.0989,5795.29,44.5804,4.438,,1.13187003135681,.0489196,,,1.04,.129204,"1,27,28",2018-09-05,2021-10-07,2021-10-08 12:04:18,"HD 213885 b"
425934411,142.01,,3,5,5,3,1,4,4,64.3,143.8,8,0,0,PC,PC,14.7109,0.007,,1,spoc,00:18:25.41,-62:50:52.35,6.11,0.068,5.18,0.059,2458325.486194,0.00034600016,0.853353552145166,0.000003000903,1.10148781529648,0.053431965,28.03227,1.307248,25488.2232644957,1203.2957,12.6939269896351,5.380599,262.102476437116,1026.21304414348,29.692818,320.237,4.469,3658,162,4.438,,.608075976371765,.0190377,,,.594628,.0208477,"1,2,28,29",2018-11-14,2018-11-14,2021-08-19 12:04:46,"V-shaped; slight odd-even depending on detrending"
25375553,143.01,,5,5,5,5,5,5,5,145.3,155.4,2,2,8,PC,KP,9.77486,0.006,,1,qlp,21:55:04.26,-22:36:45.36,12.885,0.101,-4.311,0.105,2458325.58249,0.000343,2.31097,.0,3.129,0.115,8.21747,0.000286,7540,.263301,17.5403,.851875,2080.04,1881,153,298.109,6.691,6371,197,3.94807,.439603,1.95,.09,,,1.336,.218944,"1,28",2018-09-05,2020-10-01,2021-08-19 00:00:00,"WASP-111b"
261136679,144.01,,1,5,5,5,4,1,1,19.7,203.1,0,13,4,CP,CP,5.1054,0.006,,1,spoc,05:37:11.83,-80:27:52.57,311.187,0.127,1048.84,0.136,2459365.963755,0.0013500392,6.26780923407738,0.00075069215,3.00549642669317,0.25548717,0.316917,0.016902,291.848575732511,15.567161,2.00308119925375,.8662439,322.893233173003,1081.14634757803,18.207478,18.2702,.0226,5950,,4.438,,1.14889001846313,.0450252,0.0887839,0.00649598,1.1,.140389,"1,4,8,11,12,13,27,28,31,34,38,39",2019-05-07,2021-08-19,2021-09-10 12:05:07,"pi Men c"
265612438,145.01,,3,4,4,3,3,4,4,18.1,54.8,10,0,3,PC,PC,11.6789,0.006,,1,qlp,22:12:41.93,-55:58:43.69,-5.816,0.065,-4.917,0.063,2458327.04953,0.00317,5.12944,0.00132,4.832,0.202,3.671756,0.002519,3376.1,2.32,10.357,.365187,502.844,1319,22,438.421,8.695,5430.7,64.5,4.4,2,1.62,.04,,,.97,.117664,"1",2018-09-05,2018-09-05,2021-08-19 00:00:00,"Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star."
355636844,146.01,,5,5,5,5,5,5,5,8,18.6,3,0,5,PC,FP,10.7124,0.006,,1,qlp,23:53:12.49,-56:00:47.71,65.392,1.57,-27.177,1.636,2458330.55618,0.00445,6.29632,0.00401,2.938,0.305,0.521278,0.002052,480,1.88992,,,,,10,739.632,639.884,,,,,,,,,,,"1,2",2018-09-05,2020-11-20,2021-08-19 00:00:00,"Signal coming from a faint star to the SE. At least for the brighter of those it could be a planet."
220435095,147.01,,5,5,5,5,5,5,5,72.6,216,6,0,1,PC,FP,11.8999,0.006,,1,qlp,04:54:33.95,-57:30:48.43,5.001,0.053,22.236,0.054,2458326.6127,0.00056,3.42321,0.00001,2.336,0.082,9.038269,0.137224,8290,126.38,32.2452,3.77804,955.619,1548,170,820.079,16.5695,5620.9,134.5,3.6,.08,2.61,.16,-0.773322,0.1,1,.124679,"1,2,3,4,5,6,7,8,9,10,11,12,13",2018-09-05,2020-05-20,2021-08-19 00:00:00,"Visible secondary; very likely EB"
